id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
31219876,Le gÎte de la Reine Charlotte,5245305,Denis,,Sillery,46.78279,-71.24934,Entire home/apt,41,32,6,2021-12-23,0.14,1,223,1,
31236894,La halte centrale: entre ville et montagnes,96236223,Martin,,Quartier 4-3,46.89164,-71.27336,Entire home/apt,145,2,9,2022-10-09,1.38,1,99,9,310043
31286775,"Grande chambre, 1 lit queen, stationnement gratuit",180276011,Patricia,,Maizerets,46.83328,-71.22397,Private room,65,2,11,2019-08-28,0.24,1,0,0,
31346721,Loft nid d’amour :-) Neuf et luxueux,228919587,Suzie,,Loretteville,46.86368,-71.39416,Entire home/apt,81,1,34,2022-12-03,3.25,1,323,34,
31386894,Le studio Cohen Locations Vieux Limoilou  298015,9665972,Helene,,Vieux-Limoilou,46.824144,-71.227939,Entire home/apt,89,2,79,2022-11-27,1.74,14,309,25,
31404479,Demi sous-sol bien éclairé,36984968,Marianne,,Sillery,46.78132,-71.24838,Entire home/apt,80,2,23,2022-11-02,0.50,1,90,11,302107
31563484,Appartement spacieux au centre-ville de Québec,126257464,Norbert,,Saint-Roch,46.811932,-71.225487,Entire home/apt,155,1,131,2022-12-01,3.22,1,226,79,305534
31617770,Maison entière Sillery 3 ch. 2 étages+cour arrière,206157337,André,,Sillery,46.78317,-71.24708,Entire home/apt,115,31,2,2021-01-31,0.05,35,0,0,
31687814,Confort et ambiance de chalet à 10 min du Vieux Qc,4166361,Marjolaine,,Quartier 5-4,46.87314,-71.17209,Entire home/apt,95,4,18,2021-10-06,0.39,1,0,0,302190
31711347,MAISON DE VILLE - LEBOURGNEUF,169185271,Gynet,,Neufchâtel-Est/Lebourgneuf,46.84386,-71.29949,Entire home/apt,300,30,2,2019-02-18,0.04,1,95,0,
31729379,L'Adresse / The Address Loft #101,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80371,-71.21875,Entire home/apt,159,1,1,2020-01-12,0.03,14,309,0,
31773723,WARM AND SPACIOUS APARTMENT CLOSE TO OLD QUEBEC,238198999,Danielle,,Montcalm,46.80252,-71.22983,Entire home/apt,190,2,132,2022-11-13,2.83,1,164,27,302200
31786673,L'Adresse / The Address Loft #102,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80372,-71.21999,Entire home/apt,159,1,2,2021-03-20,0.08,14,325,0,
31789411,L'Adresse / The Address Loft #105,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80361,-71.21871,Entire home/apt,190,1,2,2021-09-08,0.06,14,340,0,
31792373,Awesome loft in Downtown Quebec,376275905,Gdp,,Saint-Roch,46.81523,-71.21875,Entire home/apt,62,1,207,2022-12-05,4.44,15,170,67,
31792815,L'Adresse / The Address Loft #208,191178320,Michael,,Saint-Jean-Baptiste,46.80495,-71.22039,Entire home/apt,167,1,5,2022-05-23,0.14,14,346,2,
31793780,L'Adresse / The Address Loft #209,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80351,-71.21877,Entire home/apt,190,1,7,2022-10-16,0.21,14,321,5,
31794352,L'Adresse / The Address Loft #310,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80346,-71.21914,Entire home/apt,193,1,4,2022-06-05,0.18,14,342,3,
31795027,L'Adresse / The Address Loft #311,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.804,-71.21856,Entire home/apt,190,1,2,2021-12-30,0.06,14,344,1,
31796583,L'Adresse / The Address Loft #312,191178320,Michael,,Saint-Jean-Baptiste,46.80564,-71.2206,Entire home/apt,184,1,10,2022-05-07,0.29,14,325,3,
31802983,L'Adresse / The Address Loft #015,191178320,Michael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80524,-71.21885,Entire home/apt,166,1,1,2020-02-22,0.03,14,320,0,
31803668,Lovely 1 Bedroom  in trendy sector 1-4 persons,217218887,Mathieu,,Vieux-Limoilou,46.82308,-71.22336,Entire home/apt,61,1,31,2022-11-09,0.71,3,190,18,
31825514,Chambre confortable,223418734,Lionel + Danielle,,Plateau,46.78133,-71.31987,Private room,20,4,54,2021-02-28,1.16,3,0,0,
31857681,Entire place/Free cleaning& cancellation& parking,105777160,Mosi,,Cité Universitaire,46.78392,-71.2656,Entire home/apt,400,1,3,2019-07-03,0.06,8,0,0,
31929036,Centre ville - Un loft moderne et historique,154199280,Pierre,,Saint-Roch,46.8159,-71.22578,Entire home/apt,120,2,104,2022-10-16,2.40,2,350,33,
31959179,Unique character downtown Qc City,239622569,Marie,,Saint-Jean-Baptiste,46.8104,-71.21933,Entire home/apt,199,30,39,2020-02-05,0.86,1,0,0,
31989777,"Nice 4 1/2 St-Roch,  parking, 5 min from downtown",200225447,Stéphan,,Saint-Sauveur,46.80893,-71.23018,Entire home/apt,129,2,30,2022-09-25,0.68,2,3,11,
31993619,"Le Bali-ts 
Quartier Montcalm, Vieux-Québec",236901883,Marie-Josée,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80228,-71.22303,Entire home/apt,225,1,18,2020-02-17,0.39,1,0,0,
32080147,La tanière de Limoilou,240586676,Audrey,,Vieux-Limoilou,46.83048,-71.23238,Entire home/apt,85,1,175,2022-12-05,3.77,1,257,48,306223
32141063,Jolie Chambre au cœur du vieux-Limoilou,59651625,Simon,,Vieux-Limoilou,46.82522,-71.23441,Private room,30,2,3,2019-11-01,0.07,1,0,0,
32185949,Chez Henri,115666301,Diane,,Vieux-Moulin,46.85176,-71.20672,Entire home/apt,243,3,12,2022-10-09,0.29,1,290,3,CITQ 301313
32195060,Centre ville - Un logement moderne et historique,154199280,Pierre,,Saint-Roch,46.81594,-71.2258,Entire home/apt,120,2,127,2022-11-26,2.74,2,354,51,
32204626,Nouvo St-Roch LOFT - Downtown,49947368,Isabelle,,Saint-Roch,46.81299,-71.22643,Entire home/apt,76,2,102,2022-11-13,2.28,15,350,30,294607
32206403,"HEART OF OLD QUEBEC, 2 BEDROOMS, IDEAL LOCATION",25297811,Albert,,Saint-Jean-Baptiste,46.81012,-71.22194,Entire home/apt,102,2,163,2022-11-13,3.51,1,170,38,306775
32225358,L'Oasis Saint-Roch,104710946,Francis,,Saint-Roch,46.81219,-71.23081,Entire home/apt,80,32,46,2020-10-31,0.99,1,0,0,
32233013,Grand Urbain luxe tous inclus localisation idéale,150759971,J David,,Saint-Sauveur,46.81152,-71.2318,Entire home/apt,181,2,180,2022-11-13,4.02,2,60,47,299300
32257672,Le meilleur des deux mondes,242094286,Lynda,,Saint-Jean-Baptiste,46.81096,-71.22388,Entire home/apt,54,31,5,2022-01-29,0.23,1,364,1,
32311742,Chambre avec lit double,223418734,Lionel + Danielle,,Plateau,46.78133,-71.31987,Private room,17,10,47,2020-04-01,1.01,3,0,0,
32363278,"Le 315B Locations Vieux Limoilou ""Parking""",9665972,Helene,,Vieux-Limoilou,46.82415,-71.22849,Entire home/apt,86,2,73,2022-11-24,1.69,14,308,30,
32446082,Chambre en location,243732468,Cecy,,Sillery,46.7842,-71.24798,Private room,50,2,39,2022-11-27,2.32,1,289,25,
32447610,Small & cozy room at 15min from Chateau Frontenac!,190796555,Stefania,,Saint-Roch,46.81778,-71.21956,Private room,45,3,32,2020-02-17,0.70,1,0,0,
32515631,"3-1/2  Québec city, 10min downtown 5min water fall",77511575,Martin,,Quartier 5-2,46.88136,-71.19591,Entire home/apt,70,2,161,2022-11-14,3.51,1,140,53,
32521552,"Appartement Québec,city",208703194,Jason,,Saint-Sauveur,46.80457,-71.24494,Entire home/apt,180,31,0,,,1,165,0,
32576354,LE CALME EN BANLIEUE,36902486,Suzanne,,Neufchâtel-Est/Lebourgneuf,46.86469,-71.34033,Entire home/apt,200,3,29,2022-08-18,0.99,1,92,12,301618
32604561,Appartement 2chambres avec cachet quartier branché,11886075,Blaise,,Saint-Roch,46.81607,-71.22159,Entire home/apt,152,2,55,2022-11-13,2.56,2,154,36,298622
32633171,Bienvenue au pied de la chute Montmorency (4876),80285922,Mélanie,,Chutes-Montmorency,46.87897,-71.15459,Entire home/apt,60,1,208,2022-11-26,5.00,3,294,86,
32637105,Cozy and sunny downtown Quebec - ResidencesBNB,40736086,Jonathan,,Vieux-Limoilou,46.82399,-71.22777,Entire home/apt,80,32,26,2022-10-22,0.58,6,243,1,0000000
32665010,m,31635144,Jacky,,Saint-Jean-Baptiste,46.80509,-71.22471,Private room,60,1,36,2020-08-22,0.84,1,1,0,418 952 2876
32680185,6 1/2 semi-sous-sol à louer,17461862,Ching,,Cité Universitaire,46.79051,-71.26686,Entire home/apt,40,31,1,2020-04-08,0.03,1,0,0,
32764300,Grande maison familiale avec piscine creusée,76434719,Hugo Et Mel,,Quartier 5-2,46.89155,-71.19409,Entire home/apt,296,6,14,2021-08-15,0.33,1,97,0,301248
32785084,Le studio Picasso Locations Vieux Limoilou 298015,9665972,Helene,,Vieux-Limoilou,46.82476,-71.22877,Entire home/apt,83,2,43,2022-11-25,0.95,14,313,18,298015
32789439,Cozy Suburb Stay,54663466,Dan,,Notre-Dame-des-Laurentides,46.932,-71.32007,Entire home/apt,175,1,3,2021-07-20,0.17,1,0,0,
32874320,#649 Unique & Historic Loft: in a Former Bank,195649860,Claude,,Lairet,46.83252,-71.23311,Entire home/apt,61,30,1,2021-07-30,0.06,15,335,0,
32874321,"#653 Fully renovated on 2 levels, 1-bedr. Lebourgneuf+parking",195649860,Claude,,Saint-Jean-Baptiste,46.80937,-71.22468,Entire home/apt,70,1,1,2022-07-23,0.21,15,293,1,
32889716,Au centre ville votre pied à terre,246562187,David,,Saint-Roch,46.81377,-71.2266,Entire home/apt,59,1,282,2022-11-29,6.22,1,226,91,
32981213,Charming little cottage near the lake (309446),124115023,Denis,,Cap-Rouge,46.75823,-71.38769,Entire home/apt,215,5,37,2021-04-14,0.89,1,155,0,
33039595,Logement lumineux près du centre ville de Québec,62268070,Priseille,,Saint-Sauveur,46.80609,-71.23436,Private room,31,2,13,2019-09-05,0.29,1,0,0,
33107392,Québec City - Old Port,26179404,Sylvio And Carolina,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81539,-71.20381,Entire home/apt,52,365,24,2022-06-04,0.57,1,283,3,
33108183,Grand 2BR & 2 Floors with private terrace,249204829,David,,Saint-Jean-Baptiste,46.81194,-71.21998,Entire home/apt,151,1,397,2022-11-27,9.28,1,207,122,
33110370,Loft Vieux Québec à louer à l'année tout compris,235661919,Julie,,Saint-Jean-Baptiste,46.8093,-71.22317,Entire home/apt,150,7,2,2019-06-30,0.05,1,362,0,
33114624,Old Quebec 1 BR apt & private patio (long-term),28997468,Emilie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81623,-71.2055,Entire home/apt,159,32,5,2022-08-01,0.12,1,132,1,
33135076,Beautiful & Spacious House Québec City,9683226,Miguel,,Saint-Louis,46.76034,-71.29241,Entire home/apt,307,4,15,2022-10-16,0.42,1,86,5,
33137347,Logement convivial et rénové au Centre-Ville,237657935,Nancy,,Saint-Sauveur,46.81491,-71.24205,Entire home/apt,105,2,4,2019-09-02,0.10,1,0,0,
33164738,Charmante maison avec jardin au coeur de Québec,13004568,Hélène,,Saint-Sacrement,46.79628,-71.2498,Entire home/apt,164,3,15,2022-08-23,0.33,1,15,3,
33221779,The Palace Penthouse,27326825,François,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81607,-71.21483,Entire home/apt,293,3,126,2022-11-14,2.78,9,147,34,
33225995,very nice place for any season,250173580,Laura,,Pointe-de-Sainte-Foy,46.76074,-71.33384,Entire home/apt,250,5,0,,,1,0,0,
33275494,Charming house downtown of Qc city with 1 parking,2031271,Louis-Philippe,,Montcalm,46.80067,-71.23713,Entire home/apt,225,2,8,2020-07-28,0.19,1,0,0,
33311121,Bright family cottage near downtown Quebec City,250912633,Julien,,Saint-Sacrement,46.78915,-71.2539,Entire home/apt,450,7,2,2019-08-03,0.05,1,0,0,
33314568,Private room/parking space/TV/WiFi/no basement!,105777160,Mosi,,Cité Universitaire,46.78585,-71.26677,Private room,100,5,9,2019-08-25,0.20,8,0,0,
33330246,Chambre silencieuse avec vue sur le Grand Qc,76364280,Laurence,,Saint-Jean-Baptiste,46.80859,-71.22596,Private room,85,1,7,2022-04-16,0.16,2,0,1,
33333038,2 chambres • Animaux acceptés • Garage • Foyer,230798113,Dave,,Vieux-Limoilou,46.82135,-71.24222,Entire home/apt,189,2,129,2022-11-13,2.89,1,337,28,
33342585,Perfect appartment for families!,225680068,Alexandre,,Cité Universitaire,46.77795,-71.30079,Entire home/apt,13127,1,47,2020-03-08,1.05,1,0,0,
33346440,L'appartement proche de tout!,32058067,Rachel Jenny,,Maizerets,46.82511,-71.21935,Entire home/apt,75,3,22,2022-08-05,0.49,1,0,7,308570
33421615,Luxurious Apartment with Monthly Discounts!,103049466,Marie-Benedicte,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81723,-71.21156,Entire home/apt,88,30,3,2022-08-20,0.21,1,239,2,
33430266,Un nid douillet et charmant à Québec vous attend !,18764194,Alexi Et Caroline,,Des Châtels,46.856,-71.40847,Private room,58,2,44,2022-10-13,0.99,1,155,21,
33487207,VUE SUR LE FLEUVE @ BEAUPORT. 2 chambres à coucher,206157337,André,,Chutes-Montmorency,46.87008,-71.17136,Entire home/apt,67,31,2,2021-10-23,0.06,35,304,0,
33513019,Chambre privée chez un Québécois.,57937312,Jacques,,Saint-Jean-Baptiste,46.80901,-71.22385,Private room,80,2,21,2022-11-14,0.61,1,89,19,
33529109,Chaleureux sous-sol réservé aux voyageurs,252645081,Thérèse,,Vieux-Moulin,46.85113,-71.20609,Private room,79,2,91,2022-10-19,2.10,1,1,34,306859
33530437,Right in the center of Quebec City. ARP: no 301203,252658754,Andre,,Saint-Jean-Baptiste,46.81218,-71.22186,Entire home/apt,253,3,68,2022-11-01,1.59,2,196,30,
33577864,A deux pas des Plaines d'Abraham,156758317,Eric Et Nathalie,,Saint-Jean-Baptiste,46.80387,-71.2219,Entire home/apt,47,90,2,2022-09-16,0.05,6,343,1,
33617089,Appartement plus que chaleureux ! proche de tout!,34670544,Paul,,Vieux-Limoilou,46.82349,-71.22033,Private room,35,2,78,2020-03-20,1.82,1,0,0,
33634417,Logement au Coeur de la ville de Québec,169594547,Annie-Claude,,Neufchâtel-Est/Lebourgneuf,46.84555,-71.28241,Private room,70,15,6,2022-10-11,0.23,2,192,5,
33661489,Maison de ville avec vue et à pied du Fleuve,96959561,Julie,,Sillery,46.76101,-71.2677,Entire home/apt,190,2,3,2019-08-08,0.07,1,0,0,
33705437,- Old Quebec - Location - Perfect,253934670,Teddy,,Saint-Jean-Baptiste,46.80949,-71.22458,Entire home/apt,48,31,70,2022-09-17,1.59,1,134,3,
33783350,Beautiful Bedroom in Condo Downtown with Parking!,4431539,Chloe,,Saint-Sauveur,46.81055,-71.2302,Private room,120,1,31,2020-02-17,0.70,1,0,0,
33801718,zen appartment facing the park + private parking !,23113230,Sophie,,Maizerets,46.83669,-71.21535,Entire home/apt,139,2,18,2022-07-29,0.44,2,0,6,
33807850,A haven of peace near Quebec City,53451612,Santiago,,Des Châtels,46.85279,-71.38283,Entire home/apt,105,3,9,2022-07-29,0.22,4,111,3,
33896747,Charming Studio in the Heart of Downtown,251946046,Roxane,,Saint-Jean-Baptiste,46.80772,-71.22373,Entire home/apt,39,1,79,2020-03-27,1.80,3,0,0,
33897796,Charming Studio Downtown,251946046,Roxane,,Saint-Jean-Baptiste,46.80822,-71.22311,Entire home/apt,39,1,69,2020-03-22,1.57,3,0,0,
33898354,Charming Studio in the Heart of Downtown,251946046,Roxane,,Saint-Jean-Baptiste,46.80964,-71.22508,Entire home/apt,39,1,86,2020-03-29,1.96,3,0,0,
33899617,Charming Studio in the Heart of Downtown,254356526,Annie,,Saint-Jean-Baptiste,46.80781,-71.22484,Entire home/apt,39,1,56,2020-03-23,1.28,3,0,0,
33900709,Charming Studio in the Heart of Downtown,254356526,Annie,,Saint-Jean-Baptiste,46.80823,-71.22389,Entire home/apt,39,1,70,2020-03-15,1.59,3,0,0,
33905655,Charming Studio in the Heart of Downtown,254356526,Annie,,Saint-Jean-Baptiste,46.80927,-71.22319,Entire home/apt,39,1,61,2020-03-09,1.39,3,0,0,
33906360,Charming Studio in the Heart of Downtown,254357048,Marie,,Saint-Jean-Baptiste,46.80915,-71.22498,Entire home/apt,39,1,80,2020-03-22,1.82,2,0,0,
33926049,NOUVEAU Condo neuf Québec au coeur de la capitale,235651736,Samuel,,Saint-Sacrement,46.79472,-71.25679,Entire home/apt,115,4,28,2022-12-02,2.36,1,175,28,
33955955,Charming Studio in the Heart of Downtown,254357048,Marie,,Saint-Jean-Baptiste,46.80961,-71.22514,Entire home/apt,39,1,66,2020-03-12,1.50,2,0,0,
33959701,Charming Apartement in the Heart of Downtown,251945655,Juliette,,Saint-Jean-Baptiste,46.81186,-71.21776,Entire home/apt,49,1,95,2020-01-06,2.17,2,0,0,
33960407,Charming Apartement in the Heart of Downtown,251945655,Juliette,,Saint-Jean-Baptiste,46.81332,-71.21735,Entire home/apt,49,1,67,2020-01-06,1.52,2,0,0,
33972574,Chambres face au campus universitaire !,107608468,Samuel,,Cité Universitaire,46.78459,-71.2643,Private room,40,4,2,2019-08-27,0.05,1,0,0,
33998077,Petit et confortable au cœur de Québec,256709774,Martin,,Saint-Jean-Baptiste,46.80788,-71.227692,Entire home/apt,71,1,265,2022-12-04,6.18,1,282,103,
34039104,"Chambre pour 1 ou 2 personnes, 2 lits gigognes",223418734,Lionel + Danielle,,Plateau,46.78133,-71.31987,Private room,18,7,36,2020-03-11,0.81,3,0,0,
34066520,"Maison relax, vue sur fleuve 10min centre ville",130087396,Thomas,,Quartier 5-4,46.86827,-71.17383,Private room,49,1,5,2021-12-27,0.12,1,0,1,307236
34088136,"Le Kaméléon, Le Halo",27326825,François,,Saint-Sauveur,46.81057,-71.23197,Entire home/apt,98,2,228,2022-11-27,5.16,9,136,68,
34090326,Val's cozy apartment - Door of Old Quebec,257422768,Valérie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81313,-71.21655,Entire home/apt,64,1,65,2022-11-18,1.48,1,287,28,
34116863,"Bienvenue, Welcome",257603839,Martin,,Saint-Roch,46.81394,-71.21919,Entire home/apt,69,1,283,2022-12-01,6.42,1,253,80,
34151922,*Near old Quebec City *WIFI TV*3 places*Quiet,257847428,Kyle,,Saint-Jean-Baptiste,46.81293,-71.21871,Entire home/apt,41,1,105,2022-11-20,2.51,1,232,47,
34173727,"Le St-Louis, quartier historique du vieux-Québec",13436781,Josée,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80948,-71.20869,Entire home/apt,227,2,76,2022-10-19,1.83,1,128,56,
34194693,Brand new family house in Lower-Town,258167221,Mathieu,,Saint-Sauveur,46.80709,-71.23626,Entire home/apt,280,7,5,2022-08-07,0.13,1,0,2,309819
34202512,Initial | Flamingo | Centre-Ville de Québec,19909639,Louis,,Saint-Roch,46.81348,-71.22672,Entire home/apt,112,2,188,2022-11-13,4.29,49,350,38,
34270546,chambre à louer secteur parfait universitaire,41108701,Fred & Maya,,Plateau,46.78161,-71.31695,Private room,29,31,7,2022-09-03,0.17,1,358,2,
34273471,Québec une ville qui bouge!,156758317,Eric Et Nathalie,,Saint-Jean-Baptiste,46.8034,-71.22226,Entire home/apt,47,90,1,2022-06-28,0.18,6,248,1,
34278639,Le milieu de vie idéal,156758317,Eric Et Nathalie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80176,-71.2208,Entire home/apt,47,90,1,2022-09-10,0.33,6,343,1,
34284818,Private room in historic Old-Quebec! Licence139031,258842231,Vy,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81083,-71.20953,Private room,80,1,108,2022-10-03,2.48,2,0,15,
34315642,Live & Feel Julie's unique place in Old Quebec/AC,259063226,Julie,,Saint-Jean-Baptiste,46.81237,-71.21687,Entire home/apt,73,1,116,2022-11-18,2.78,1,216,40,
34330479,Private room well located next to Laval University,10023073,Kevin,,Cité Universitaire,46.77792,-71.28819,Private room,20,30,9,2022-10-19,0.22,4,217,2,
34363232,Charment loft au cœur de Quebec,259429286,José,,Saint-Roch,46.81488,-71.2192,Entire home/apt,500,1,0,,,1,0,0,
34370181,"Ecofriendly / Private bedroom, with parking",31867816,Jessy,,Saint-Sauveur,46.80817,-71.23064,Private room,60,1,34,2020-03-17,0.78,1,0,0,
34384085,Awesome apartement in Downtown Quebec ♥,259578063,Josée,,Saint-Roch,46.81633,-71.22027,Entire home/apt,400,1,2,2021-08-01,0.06,1,0,0,
34384588,♡ Lovely Loft ♡ Perfect for couple and traveler ♡,259581571,Josée,,Saint-Roch,46.81688,-71.21957,Entire home/apt,400,1,9,2020-01-01,0.24,1,0,0,
34385152,❣ Beautiful Loft ♡ For couple ❣ near of everything,259585336,José,,Saint-Roch,46.8148,-71.22076,Entire home/apt,400,1,0,,,1,0,0,
34386443,❤ Beautiful loft❤ Near everything,259593358,José,,Saint-Roch,46.81615,-71.21951,Entire home/apt,400,1,0,,,1,0,0,
34391827,♡ღ Small 1BR ღ♡ Perfect for couple! Well locatedღ♡,259629794,Abraham,,Saint-Jean-Baptiste,46.81168,-71.22076,Entire home/apt,400,1,0,,,1,0,0,
34403115,Initial | Loft du Lama | Centre-Ville de Québec,19909639,Louis,,Saint-Roch,46.81425,-71.22578,Entire home/apt,107,1,326,2022-12-04,7.47,49,227,75,
34440288,STJO-2 · Le Béluga ✦ Trendy & Fun District ✦ AC + 4K-Tv,23548729,Jennifer,,Saint-Roch,46.81312,-71.22809,Entire home/apt,113,2,85,2022-12-04,2.09,5,52,27,301754
34448054,best location!  5BR  LOCATION & WALK TO OLD QUÉBEC,260053873,Carl,,Saint-Jean-Baptiste,46.808979,-71.225014,Entire home/apt,417,2,42,2022-11-13,1.02,1,155,19,
34538296,Parfait appartement au coeur de Limoilou,68566877,Nicholas,,Vieux-Limoilou,46.8248,-71.22888,Entire home/apt,85,1,223,2022-11-11,5.14,3,268,79,
34590622,Logement entier à Québec - Stationnement privé,35977231,Pierre,,Saint-Sauveur,46.81385,-71.24023,Entire home/apt,74,31,20,2022-03-31,0.51,2,352,2,
34706792,Joli appartement en plein cœur du Vieux-Québec,64101343,Ronan,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80978,-71.20628,Entire home/apt,145,4,139,2022-12-05,3.22,1,70,42,
34733879,Charmant! La campagne en ville,149885509,Jean-Guy,,Notre-Dame-des-Laurentides,46.89268,-71.30409,Entire home/apt,60,30,0,,,1,0,0,
34749331,The Saint-Sacrement Spacious 3 Bedroom Condominium,135273514,Olivier,,Saint-Sacrement,46.79235,-71.26039,Entire home/apt,108,2,12,2020-03-20,0.28,1,0,0,
34785163,Superb studio steps away from  Old Quebec City,262280235,Nathalie,,Saint-Sauveur,46.80707,-71.23064,Entire home/apt,84,2,45,2022-08-28,1.04,1,21,13,174801
34788436,Souvenir Québec.,191945449,Ying,,Montcalm,46.80375,-71.23194,Entire home/apt,61,1,43,2020-03-23,1.01,2,51,0,
34840167,Large private room in Old-Quebec! Licence:139031,258842231,Vy,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81069,-71.21093,Private room,135,1,84,2022-10-02,1.95,2,0,16,
34962704,Spacieuse maison/Spacious Home - Secteur LB9,263223496,France,,Neufchâtel-Est/Lebourgneuf,46.84719,-71.29291,Entire home/apt,150,2,44,2022-09-08,1.05,1,218,20,305210
34971885,Petite maison + Stationnement 31 jours et +,263487218,Lauren,,Saint-Roch,46.81311,-71.222,Entire home/apt,55,1,216,2022-08-20,5.06,1,140,3,
35007480,The Peach Blossom  - Penthouse with indoor parking,86509992,Marie-Lee,,Saint-Sauveur,46.81083,-71.23075,Entire home/apt,129,2,133,2022-12-07,3.22,2,202,44,
35037068,TRÈS grand appartement près de tout à pied!,127861488,Anna Et Karyna,,Saint-Sauveur,46.80856,-71.24018,Entire home/apt,79,2,1,2019-09-02,0.03,1,0,0,
35084774,L’antiquaire! Boutique House Old Port/Parking,264143745,Thomas,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81551,-71.20562,Entire home/apt,278,2,136,2022-11-26,3.20,1,151,61,
35163443,Grand appartement air ouverte avec 3 chambres.,81606373,Martin,,Vieux-Moulin,46.85234,-71.20404,Entire home/apt,98,2,46,2022-10-16,1.10,1,0,13,
35198965,B&B Old Quebec (3-to 5 persons)-include breakfast,17286960,Caroline,,Saint-Jean-Baptiste,46.81154,-71.21883,Private room,234,2,1,2022-08-27,0.28,3,3,1,
35336617,Spacious Apartment near Downtown CITQ 305980,223311665,Jonathan,,Sillery,46.78749,-71.25527,Entire home/apt,64,1,303,2022-12-08,7.10,1,70,113,
35354161,Initial | L'européen | Free parking,19909639,Louis,,Saint-Sacrement,46.7914,-71.25438,Entire home/apt,30,90,4,2022-09-02,0.12,49,365,2,
35375947,"Lumineux appartement ancestral, Quartier St-Roch",23542041,Pierre,,Saint-Jean-Baptiste,46.81231,-71.21953,Entire home/apt,160,2,47,2022-08-30,1.12,2,12,23,
35381351,"Scandinavia, 3 1/2, Netflix et air clim",128621152,Hubert,,Saint-Sauveur,46.8058,-71.24595,Entire home/apt,65,1,140,2022-11-19,3.35,2,73,65,
35418228,Maison de ville haut de gamme,89159961,Eric,,Sillery,46.76365,-71.2651,Entire home/apt,240,3,5,2019-09-02,0.12,1,0,0,
35426451,Chambre à louer dans Vieux Limoilou,16500372,Georgia,,Vieux-Limoilou,46.82394,-71.22543,Private room,50,32,7,2022-08-11,0.19,1,364,4,
35426708,Modern 2&1/2 apartment in Quebec City,266617627,Minti,,Sillery,46.78076,-71.25001,Entire home/apt,64,30,8,2019-09-02,0.19,1,0,0,
35427400,4 1/2 à 5 min des Plaines d’Abraham/Vieux-Québec,41763675,Andréanne,,Montcalm,46.79925,-71.23089,Entire home/apt,93,2,12,2019-12-27,0.29,1,0,0,
35447182,Charming loft in Quebec city,7248554,Jessie,,Saint-Sauveur,46.81511,-71.23649,Entire home/apt,169,1,6,2022-08-14,1.17,1,77,6,
35490866,Bel appartement Tout près du petit Champlain,23524619,Karine,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80349,-71.20862,Entire home/apt,135,3,24,2022-07-17,0.57,1,102,3,
35513756,Close to everything !!!,112769272,Michel,,Vanier,46.81149,-71.26238,Private room,47,2,91,2022-10-31,2.14,4,232,38,294777
35518817,5★ | Urban Getaway |  A/C | Minimalist | Terrace ★,44701521,Paul,,Saint-Sauveur,46.81128,-71.23838,Entire home/apt,50,30,16,2022-07-25,0.39,6,0,3,
35580850,"Superbe maison au coeur de Québec, cour privé.",33944312,Cynthia,,Vanier,46.81525,-71.25288,Entire home/apt,250,2,133,2022-11-12,3.15,1,180,24,
35600595,Maison familiale haute-ville Québec,267831090,Marie-Helene,,Sillery,46.78819,-71.24988,Entire home/apt,220,6,6,2022-07-23,0.14,1,0,2,309920
37052300,Appartement 2 chambres dans un quartier tranquille,150029296,Stéphane,,Val-Bélair,46.86598,-71.44062,Entire home/apt,75,3,24,2022-08-21,0.59,1,186,10,
37085856,Logement NEUF 3 chambres/Brand New 3 rooms Apt,47579586,Marie-Ève,,Quartier 4-2,46.87414,-71.28311,Entire home/apt,225,40,54,2021-06-27,1.31,2,0,0,
37148725,Logement complet à 7 minutes du centre-ville,222996683,Geneviève,,Duberger-Les Saules,46.81501,-71.31754,Entire home/apt,70,2,3,2021-08-18,0.07,1,0,0,
